link,i,j,k,cost,amplitude,lower_bound,upper_bound
SR_FOL.1922-01-31_D9.1922-01-31_1,SR_FOL.1922-01-31,D9.1922-01-31,1,-0.52936,1.0,0.0,79.319
SR_FOL.1922-01-31_D9.1922-01-31_2,SR_FOL.1922-01-31,D9.1922-01-31,2,-0.51381,1.0,0.0,79.319
SR_FOL.1922-01-31_D9.1922-01-31_3,SR_FOL.1922-01-31,D9.1922-01-31,3,-0.49734,1.0,0.0,79.319
SR_FOL.1922-01-31_D9.1922-01-31_4,SR_FOL.1922-01-31,D9.1922-01-31,4,-0.47479,1.0,0.0,79.319
SR_FOL.1922-01-31_D9.1922-01-31_5,SR_FOL.1922-01-31,D9.1922-01-31,5,-0.4324,1.0,0.0,79.319
SR_FOL.1922-01-31_D9.1922-01-31_6,SR_FOL.1922-01-31,D9.1922-01-31,6,0.0,1.0,0.0,1e+18
SR_FOL.1922-02-28_D9.1922-02-28_0,SR_FOL.1922-02-28,D9.1922-02-28,0,-0.55988,1.0,0.0,216.5486762353931
SR_FOL.1922-02-28_D9.1922-02-28_1,SR_FOL.1922-02-28,D9.1922-02-28,1,-0.51334,1.0,0.0,144.90567623539306
SR_FOL.1922-02-28_D9.1922-02-28_2,SR_FOL.1922-02-28,D9.1922-02-28,2,-0.49808,1.0,0.0,144.90567623539306
SR_FOL.1922-02-28_D9.1922-02-28_3,SR_FOL.1922-02-28,D9.1922-02-28,3,-0.4837,1.0,0.0,144.90567623539306
SR_FOL.1922-02-28_D9.1922-02-28_4,SR_FOL.1922-02-28,D9.1922-02-28,4,-0.46615,1.0,0.0,144.90567623539306
SR_FOL.1922-02-28_D9.1922-02-28_5,SR_FOL.1922-02-28,D9.1922-02-28,5,-0.43826,1.0,0.0,144.90567623539306
SR_FOL.1922-02-28_D9.1922-02-28_6,SR_FOL.1922-02-28,D9.1922-02-28,6,0.0,1.0,0.0,1.0000000000000001e+18
SR_FOL.1922-03-31_D9.1922-03-31_0,SR_FOL.1922-03-31,D9.1922-03-31,0,-0.6311,1.0,0.0,158.638
SR_FOL.1922-03-31_D9.1922-03-31_1,SR_FOL.1922-03-31,D9.1922-03-31,1,-0.48176,1.0,0.0,79.319
SR_FOL.1922-03-31_D9.1922-03-31_2,SR_FOL.1922-03-31,D9.1922-03-31,2,-0.43142,1.0,0.0,79.319
SR_FOL.1922-03-31_D9.1922-03-31_3,SR_FOL.1922-03-31,D9.1922-03-31,3,-0.38777,1.0,0.0,79.319
SR_FOL.1922-03-31_D9.1922-03-31_4,SR_FOL.1922-03-31,D9.1922-03-31,4,-0.35717,1.0,0.0,79.319
SR_FOL.1922-03-31_D9.1922-03-31_5,SR_FOL.1922-03-31,D9.1922-03-31,5,-0.31101,1.0,0.0,79.319
SR_FOL.1922-03-31_D9.1922-03-31_6,SR_FOL.1922-03-31,D9.1922-03-31,6,0.0,1.0,0.0,1e+18
SR_FOL.1922-04-30_D9.1922-04-30_0,SR_FOL.1922-04-30,D9.1922-04-30,0,-0.49558,1.0,0.0,153.69899999999996
SR_FOL.1922-04-30_D9.1922-04-30_1,SR_FOL.1922-04-30,D9.1922-04-30,1,-0.45244,1.0,0.0,76.84899999999998
SR_FOL.1922-04-30_D9.1922-04-30_2,SR_FOL.1922-04-30,D9.1922-04-30,2,-0.43649,1.0,0.0,76.84899999999998
SR_FOL.1922-04-30_D9.1922-04-30_3,SR_FOL.1922-04-30,D9.1922-04-30,3,-0.4214100000000001,1.0,0.0,76.84899999999998
SR_FOL.1922-04-30_D9.1922-04-30_4,SR_FOL.1922-04-30,D9.1922-04-30,4,-0.39949,1.0,0.0,76.84899999999998
SR_FOL.1922-04-30_D9.1922-04-30_5,SR_FOL.1922-04-30,D9.1922-04-30,5,-0.35455,1.0,0.0,76.84899999999998
SR_FOL.1922-04-30_D9.1922-04-30_6,SR_FOL.1922-04-30,D9.1922-04-30,6,0.0,1.0,0.0,1e+18
SR_FOL.1922-05-31_D9.1922-05-31_0,SR_FOL.1922-05-31,D9.1922-05-31,0,-0.47947,1.0,0.0,169.41785315333482
SR_FOL.1922-05-31_D9.1922-05-31_1,SR_FOL.1922-05-31,D9.1922-05-31,1,-0.44334,1.0,0.0,90.09885315333482
SR_FOL.1922-05-31_D9.1922-05-31_2,SR_FOL.1922-05-31,D9.1922-05-31,2,-0.42724,1.0,0.0,90.09885315333482
SR_FOL.1922-05-31_D9.1922-05-31_3,SR_FOL.1922-05-31,D9.1922-05-31,3,-0.40954,1.0,0.0,90.09885315333482
SR_FOL.1922-05-31_D9.1922-05-31_4,SR_FOL.1922-05-31,D9.1922-05-31,4,-0.38774,1.0,0.0,90.09885315333482
SR_FOL.1922-05-31_D9.1922-05-31_5,SR_FOL.1922-05-31,D9.1922-05-31,5,-0.35242,1.0,0.0,90.09885315333482
SR_FOL.1922-05-31_D9.1922-05-31_6,SR_FOL.1922-05-31,D9.1922-05-31,6,0.0,1.0,0.0,1e+18
SR_FOL.1922-06-30_D9.1922-06-30_0,SR_FOL.1922-06-30,D9.1922-06-30,0,-0.47809,1.0,0.0,279.2945337066743
SR_FOL.1922-06-30_D9.1922-06-30_1,SR_FOL.1922-06-30,D9.1922-06-30,1,-0.45068,1.0,0.0,202.44453370667435
SR_FOL.1922-06-30_D9.1922-06-30_2,SR_FOL.1922-06-30,D9.1922-06-30,2,-0.43902,1.0,0.0,202.44453370667435
SR_FOL.1922-06-30_D9.1922-06-30_3,SR_FOL.1922-06-30,D9.1922-06-30,3,-0.42700000000000005,1.0,0.0,202.44453370667435
SR_FOL.1922-06-30_D9.1922-06-30_4,SR_FOL.1922-06-30,D9.1922-06-30,4,-0.41067,1.0,0.0,202.44453370667435
SR_FOL.1922-06-30_D9.1922-06-30_5,SR_FOL.1922-06-30,D9.1922-06-30,5,-0.38249,1.0,0.0,202.44453370667435
SR_FOL.1922-06-30_D9.1922-06-30_6,SR_FOL.1922-06-30,D9.1922-06-30,6,0.0,1.0,0.0,1.0000000000000001e+18
SR_FOL.1922-07-31_D9.1922-07-31_0,SR_FOL.1922-07-31,D9.1922-07-31,0,-0.59533,1.0,0.0,158.638
SR_FOL.1922-07-31_D9.1922-07-31_1,SR_FOL.1922-07-31,D9.1922-07-31,1,-0.5787899999999999,1.0,0.0,79.319
SR_FOL.1922-07-31_D9.1922-07-31_2,SR_FOL.1922-07-31,D9.1922-07-31,2,-0.57167,1.0,0.0,79.319
SR_FOL.1922-07-31_D9.1922-07-31_3,SR_FOL.1922-07-31,D9.1922-07-31,3,-0.5596899999999999,1.0,0.0,79.319
SR_FOL.1922-07-31_D9.1922-07-31_4,SR_FOL.1922-07-31,D9.1922-07-31,4,-0.49689,1.0,0.0,79.319
SR_FOL.1922-07-31_D9.1922-07-31_5,SR_FOL.1922-07-31,D9.1922-07-31,5,-0.43674,1.0,0.0,79.319
SR_FOL.1922-07-31_D9.1922-07-31_6,SR_FOL.1922-07-31,D9.1922-07-31,6,0.0,1.0,0.0,1e+18
SR_FOL.1922-08-31_D9.1922-08-31_0,SR_FOL.1922-08-31,D9.1922-08-31,0,-0.58014,1.0,0.0,225.4951830874486
SR_FOL.1922-08-31_D9.1922-08-31_1,SR_FOL.1922-08-31,D9.1922-08-31,1,-0.5746899999999999,1.0,0.0,146.1761830874486
SR_FOL.1922-08-31_D9.1922-08-31_2,SR_FOL.1922-08-31,D9.1922-08-31,2,-0.57258,1.0,0.0,146.1761830874486
SR_FOL.1922-08-31_D9.1922-08-31_3,SR_FOL.1922-08-31,D9.1922-08-31,3,-0.5695899999999999,1.0,0.0,146.1761830874486
SR_FOL.1922-08-31_D9.1922-08-31_4,SR_FOL.1922-08-31,D9.1922-08-31,4,-0.4919600000000001,1.0,0.0,146.1761830874486
SR_FOL.1922-08-31_D9.1922-08-31_5,SR_FOL.1922-08-31,D9.1922-08-31,5,-0.4356100000000001,1.0,0.0,146.1761830874486
SR_FOL.1922-08-31_D9.1922-08-31_6,SR_FOL.1922-08-31,D9.1922-08-31,6,0.0,1.0,0.0,1.0000000000000001e+18
SR_FOL.1922-09-30_D9.1922-09-30_0,SR_FOL.1922-09-30,D9.1922-09-30,0,-0.53754,1.0,0.0,547.8617999999999
SR_FOL.1922-09-30_D9.1922-09-30_1,SR_FOL.1922-09-30,D9.1922-09-30,1,-0.53245,1.0,0.0,471.0118
SR_FOL.1922-09-30_D9.1922-09-30_2,SR_FOL.1922-09-30,D9.1922-09-30,2,-0.53079,1.0,0.0,471.0118
SR_FOL.1922-09-30_D9.1922-09-30_3,SR_FOL.1922-09-30,D9.1922-09-30,3,-0.52917,1.0,0.0,471.0118
SR_FOL.1922-09-30_D9.1922-09-30_4,SR_FOL.1922-09-30,D9.1922-09-30,4,-0.52658,1.0,0.0,471.0118
SR_FOL.1922-09-30_D9.1922-09-30_5,SR_FOL.1922-09-30,D9.1922-09-30,5,-0.52136,1.0,0.0,471.0118
SR_FOL.1922-09-30_D9.1922-09-30_6,SR_FOL.1922-09-30,D9.1922-09-30,6,0.0,1.0,0.0,1.0000000000000004e+18
SR_FOL.1921-10-31_WTP204.1921-10-31_0,SR_FOL.1921-10-31,WTP204.1921-10-31,0,45.0,1.0,0.0,44.7
SR_FOL.1921-11-30_WTP204.1921-11-30_0,SR_FOL.1921-11-30,WTP204.1921-11-30,0,45.0,1.0,0.0,44.7
SR_FOL.1921-12-31_WTP204.1921-12-31_0,SR_FOL.1921-12-31,WTP204.1921-12-31,0,45.0,1.0,0.0,44.7
SR_FOL.1922-01-31_WTP204.1922-01-31_0,SR_FOL.1922-01-31,WTP204.1922-01-31,0,45.0,1.0,0.0,44.7
SR_FOL.1922-02-28_WTP204.1922-02-28_0,SR_FOL.1922-02-28,WTP204.1922-02-28,0,45.0,1.0,0.0,117.96267623539308
SR_FOL.1922-03-31_WTP204.1922-03-31_0,SR_FOL.1922-03-31,WTP204.1922-03-31,0,45.0,1.0,0.0,44.7
SR_FOL.1922-04-30_WTP204.1922-04-30_0,SR_FOL.1922-04-30,WTP204.1922-04-30,0,45.0,1.0,0.0,44.7
SR_FOL.1922-05-31_WTP204.1922-05-31_0,SR_FOL.1922-05-31,WTP204.1922-05-31,0,45.0,1.0,0.0,55.47985315333481
SR_FOL.1922-06-30_WTP204.1922-06-30_0,SR_FOL.1922-06-30,WTP204.1922-06-30,0,45.0,1.0,0.0,170.2955337066744
SR_FOL.1922-07-31_WTP204.1922-07-31_0,SR_FOL.1922-07-31,WTP204.1922-07-31,0,45.0,1.0,0.0,44.7
SR_FOL.1922-08-31_WTP204.1922-08-31_0,SR_FOL.1922-08-31,WTP204.1922-08-31,0,45.0,1.0,0.0,111.5571830874486
SR_FOL.1922-09-30_WTP204.1922-09-30_0,SR_FOL.1922-09-30,WTP204.1922-09-30,0,45.0,1.0,0.0,438.8628
U204.1921-10-31_HXI204.1921-10-31_0,U204.1921-10-31,HXI204.1921-10-31,0,0.0,1.0,0.0,1e+18
U204.1921-11-30_HXI204.1921-11-30_0,U204.1921-11-30,HXI204.1921-11-30,0,0.0,1.0,0.0,1e+18
U204.1921-12-31_HXI204.1921-12-31_0,U204.1921-12-31,HXI204.1921-12-31,0,0.0,1.0,0.0,1e+18
U204.1922-01-31_HXI204.1922-01-31_0,U204.1922-01-31,HXI204.1922-01-31,0,0.0,1.0,0.0,1e+18
U204.1922-02-28_HXI204.1922-02-28_0,U204.1922-02-28,HXI204.1922-02-28,0,0.0,1.0,0.0,1e+18
U204.1922-03-31_HXI204.1922-03-31_0,U204.1922-03-31,HXI204.1922-03-31,0,0.0,1.0,0.0,1e+18
U204.1922-04-30_HXI204.1922-04-30_0,U204.1922-04-30,HXI204.1922-04-30,0,0.0,1.0,0.0,1e+18
U204.1922-05-31_HXI204.1922-05-31_0,U204.1922-05-31,HXI204.1922-05-31,0,0.0,1.0,0.0,1e+18
U204.1922-06-30_HXI204.1922-06-30_0,U204.1922-06-30,HXI204.1922-06-30,0,0.0,1.0,0.0,1e+18
U204.1922-07-31_HXI204.1922-07-31_0,U204.1922-07-31,HXI204.1922-07-31,0,0.0,1.0,0.0,1e+18
U204.1922-08-31_HXI204.1922-08-31_0,U204.1922-08-31,HXI204.1922-08-31,0,0.0,1.0,0.0,1e+18
U204.1922-09-30_HXI204.1922-09-30_0,U204.1922-09-30,HXI204.1922-09-30,0,0.0,1.0,0.0,1e+18
U204.1921-10-31_INT_SAC.1921-10-31_0,U204.1921-10-31,INT_SAC.1921-10-31,0,-21385.36577,1.0,0.0,21.18
U204.1921-10-31_INT_SAC.1921-10-31_1,U204.1921-10-31,INT_SAC.1921-10-31,1,-3961.43888,1.0,0.0,1.86
U204.1921-10-31_INT_SAC.1921-10-31_2,U204.1921-10-31,INT_SAC.1921-10-31,2,-1705.4148,1.0,0.0,1.86
U204.1921-10-31_INT_SAC.1921-10-31_3,U204.1921-10-31,INT_SAC.1921-10-31,3,-948.23661,1.0,0.0,0.93
U204.1921-10-31_INT_SAC.1921-10-31_4,U204.1921-10-31,INT_SAC.1921-10-31,4,-674.40219,1.0,0.0,0.92
U204.1921-11-30_INT_SAC.1921-11-30_0,U204.1921-11-30,INT_SAC.1921-11-30,0,-21385.36577,1.0,0.0,21.18
U204.1921-11-30_INT_SAC.1921-11-30_1,U204.1921-11-30,INT_SAC.1921-11-30,1,-3961.43888,1.0,0.0,1.86
U204.1921-11-30_INT_SAC.1921-11-30_2,U204.1921-11-30,INT_SAC.1921-11-30,2,-2036.40207,1.0,0.0,0.93
U204.1921-11-30_INT_SAC.1921-11-30_3,U204.1921-11-30,INT_SAC.1921-11-30,3,-1374.4286,1.0,0.0,0.93
U204.1921-11-30_INT_SAC.1921-11-30_4,U204.1921-11-30,INT_SAC.1921-11-30,4,-1044.71527,1.0,0.0,0.46
U204.1921-11-30_INT_SAC.1921-11-30_5,U204.1921-11-30,INT_SAC.1921-11-30,5,-853.81028,1.0,0.0,0.47
U204.1921-11-30_INT_SAC.1921-11-30_6,U204.1921-11-30,INT_SAC.1921-11-30,6,-731.9332,1.0,0.0,0.46
U204.1921-11-30_INT_SAC.1921-11-30_7,U204.1921-11-30,INT_SAC.1921-11-30,7,-616.8709299999998,1.0,0.0,0.46
U204.1921-12-31_INT_SAC.1921-12-31_0,U204.1921-12-31,INT_SAC.1921-12-31,0,-21385.36577,1.0,0.0,21.18
U204.1921-12-31_INT_SAC.1921-12-31_1,U204.1921-12-31,INT_SAC.1921-12-31,1,-3961.43888,1.0,0.0,1.86
U204.1921-12-31_INT_SAC.1921-12-31_2,U204.1921-12-31,INT_SAC.1921-12-31,2,-2036.40207,1.0,0.0,0.93
U204.1921-12-31_INT_SAC.1921-12-31_3,U204.1921-12-31,INT_SAC.1921-12-31,3,-1374.4286,1.0,0.0,0.93
U204.1921-12-31_INT_SAC.1921-12-31_4,U204.1921-12-31,INT_SAC.1921-12-31,4,-1044.71527,1.0,0.0,0.46
U204.1921-12-31_INT_SAC.1921-12-31_5,U204.1921-12-31,INT_SAC.1921-12-31,5,-853.81028,1.0,0.0,0.47
U204.1921-12-31_INT_SAC.1921-12-31_6,U204.1921-12-31,INT_SAC.1921-12-31,6,-731.9332,1.0,0.0,0.46
U204.1921-12-31_INT_SAC.1921-12-31_7,U204.1921-12-31,INT_SAC.1921-12-31,7,-616.8709299999998,1.0,0.0,0.46
U204.1922-01-31_INT_SAC.1922-01-31_0,U204.1922-01-31,INT_SAC.1922-01-31,0,-21385.36577,1.0,0.0,21.18
U204.1922-01-31_INT_SAC.1922-01-31_1,U204.1922-01-31,INT_SAC.1922-01-31,1,-3961.43888,1.0,0.0,1.86
U204.1922-01-31_INT_SAC.1922-01-31_2,U204.1922-01-31,INT_SAC.1922-01-31,2,-2036.40207,1.0,0.0,0.93
U204.1922-01-31_INT_SAC.1922-01-31_3,U204.1922-01-31,INT_SAC.1922-01-31,3,-1374.4286,1.0,0.0,0.93
U204.1922-01-31_INT_SAC.1922-01-31_4,U204.1922-01-31,INT_SAC.1922-01-31,4,-1044.71527,1.0,0.0,0.46
U204.1922-01-31_INT_SAC.1922-01-31_5,U204.1922-01-31,INT_SAC.1922-01-31,5,-853.81028,1.0,0.0,0.47
U204.1922-01-31_INT_SAC.1922-01-31_6,U204.1922-01-31,INT_SAC.1922-01-31,6,-731.9332,1.0,0.0,0.46
U204.1922-01-31_INT_SAC.1922-01-31_7,U204.1922-01-31,INT_SAC.1922-01-31,7,-616.8709299999998,1.0,0.0,0.46
U204.1922-02-28_INT_SAC.1922-02-28_0,U204.1922-02-28,INT_SAC.1922-02-28,0,-21385.36577,1.0,0.0,21.18
U204.1922-02-28_INT_SAC.1922-02-28_1,U204.1922-02-28,INT_SAC.1922-02-28,1,-3961.43888,1.0,0.0,1.86
U204.1922-02-28_INT_SAC.1922-02-28_2,U204.1922-02-28,INT_SAC.1922-02-28,2,-2036.40207,1.0,0.0,0.93
U204.1922-02-28_INT_SAC.1922-02-28_3,U204.1922-02-28,INT_SAC.1922-02-28,3,-1374.4286,1.0,0.0,0.93
U204.1922-02-28_INT_SAC.1922-02-28_4,U204.1922-02-28,INT_SAC.1922-02-28,4,-1044.71527,1.0,0.0,0.46
U204.1922-02-28_INT_SAC.1922-02-28_5,U204.1922-02-28,INT_SAC.1922-02-28,5,-853.81028,1.0,0.0,0.47
U204.1922-02-28_INT_SAC.1922-02-28_6,U204.1922-02-28,INT_SAC.1922-02-28,6,-731.9332,1.0,0.0,0.46
U204.1922-02-28_INT_SAC.1922-02-28_7,U204.1922-02-28,INT_SAC.1922-02-28,7,-616.8709299999998,1.0,0.0,0.46
U204.1922-03-31_INT_SAC.1922-03-31_0,U204.1922-03-31,INT_SAC.1922-03-31,0,-21385.36577,1.0,0.0,21.18
U204.1922-03-31_INT_SAC.1922-03-31_1,U204.1922-03-31,INT_SAC.1922-03-31,1,-3961.43888,1.0,0.0,1.86
U204.1922-03-31_INT_SAC.1922-03-31_2,U204.1922-03-31,INT_SAC.1922-03-31,2,-2036.40207,1.0,0.0,0.93
U204.1922-03-31_INT_SAC.1922-03-31_3,U204.1922-03-31,INT_SAC.1922-03-31,3,-1374.4286,1.0,0.0,0.93
U204.1922-03-31_INT_SAC.1922-03-31_4,U204.1922-03-31,INT_SAC.1922-03-31,4,-1044.71527,1.0,0.0,0.46
U204.1922-03-31_INT_SAC.1922-03-31_5,U204.1922-03-31,INT_SAC.1922-03-31,5,-853.81028,1.0,0.0,0.47
U204.1922-03-31_INT_SAC.1922-03-31_6,U204.1922-03-31,INT_SAC.1922-03-31,6,-731.9332,1.0,0.0,0.46
U204.1922-03-31_INT_SAC.1922-03-31_7,U204.1922-03-31,INT_SAC.1922-03-31,7,-616.8709299999998,1.0,0.0,0.46
U204.1922-04-30_INT_SAC.1922-04-30_0,U204.1922-04-30,INT_SAC.1922-04-30,0,-21385.36577,1.0,0.0,21.18
U204.1922-04-30_INT_SAC.1922-04-30_1,U204.1922-04-30,INT_SAC.1922-04-30,1,-3961.43888,1.0,0.0,1.86
U204.1922-04-30_INT_SAC.1922-04-30_2,U204.1922-04-30,INT_SAC.1922-04-30,2,-1705.4148,1.0,0.0,1.86
U204.1922-04-30_INT_SAC.1922-04-30_3,U204.1922-04-30,INT_SAC.1922-04-30,3,-948.23661,1.0,0.0,0.93
U204.1922-04-30_INT_SAC.1922-04-30_4,U204.1922-04-30,INT_SAC.1922-04-30,4,-674.40219,1.0,0.0,0.92
U204.1922-05-31_INT_SAC.1922-05-31_0,U204.1922-05-31,INT_SAC.1922-05-31,0,-21385.36577,1.0,0.0,21.18
U204.1922-05-31_INT_SAC.1922-05-31_1,U204.1922-05-31,INT_SAC.1922-05-31,1,-3961.43888,1.0,0.0,1.86
U204.1922-05-31_INT_SAC.1922-05-31_2,U204.1922-05-31,INT_SAC.1922-05-31,2,-1705.4148,1.0,0.0,1.86
U204.1922-05-31_INT_SAC.1922-05-31_3,U204.1922-05-31,INT_SAC.1922-05-31,3,-948.23661,1.0,0.0,0.93
U204.1922-05-31_INT_SAC.1922-05-31_4,U204.1922-05-31,INT_SAC.1922-05-31,4,-674.40219,1.0,0.0,0.92
U204.1922-06-30_INT_SAC.1922-06-30_0,U204.1922-06-30,INT_SAC.1922-06-30,0,-21385.36577,1.0,0.0,21.18
U204.1922-06-30_INT_SAC.1922-06-30_1,U204.1922-06-30,INT_SAC.1922-06-30,1,-3961.43888,1.0,0.0,1.86
U204.1922-06-30_INT_SAC.1922-06-30_2,U204.1922-06-30,INT_SAC.1922-06-30,2,-1705.4148,1.0,0.0,1.86
U204.1922-06-30_INT_SAC.1922-06-30_3,U204.1922-06-30,INT_SAC.1922-06-30,3,-948.23661,1.0,0.0,0.93
U204.1922-06-30_INT_SAC.1922-06-30_4,U204.1922-06-30,INT_SAC.1922-06-30,4,-674.40219,1.0,0.0,0.92
U204.1922-07-31_INT_SAC.1922-07-31_0,U204.1922-07-31,INT_SAC.1922-07-31,0,-21385.36577,1.0,0.0,21.18
U204.1922-07-31_INT_SAC.1922-07-31_1,U204.1922-07-31,INT_SAC.1922-07-31,1,-3961.43888,1.0,0.0,1.86
U204.1922-07-31_INT_SAC.1922-07-31_2,U204.1922-07-31,INT_SAC.1922-07-31,2,-1705.4148,1.0,0.0,1.86
U204.1922-07-31_INT_SAC.1922-07-31_3,U204.1922-07-31,INT_SAC.1922-07-31,3,-948.23661,1.0,0.0,0.93
U204.1922-07-31_INT_SAC.1922-07-31_4,U204.1922-07-31,INT_SAC.1922-07-31,4,-674.40219,1.0,0.0,0.92
U204.1922-08-31_INT_SAC.1922-08-31_0,U204.1922-08-31,INT_SAC.1922-08-31,0,-21385.36577,1.0,0.0,21.18
U204.1922-08-31_INT_SAC.1922-08-31_1,U204.1922-08-31,INT_SAC.1922-08-31,1,-3961.43888,1.0,0.0,1.86
U204.1922-08-31_INT_SAC.1922-08-31_2,U204.1922-08-31,INT_SAC.1922-08-31,2,-1705.4148,1.0,0.0,1.86
U204.1922-08-31_INT_SAC.1922-08-31_3,U204.1922-08-31,INT_SAC.1922-08-31,3,-948.23661,1.0,0.0,0.93
U204.1922-08-31_INT_SAC.1922-08-31_4,U204.1922-08-31,INT_SAC.1922-08-31,4,-674.40219,1.0,0.0,0.92
U204.1922-09-30_INT_SAC.1922-09-30_0,U204.1922-09-30,INT_SAC.1922-09-30,0,-21385.36577,1.0,0.0,21.18
U204.1922-09-30_INT_SAC.1922-09-30_1,U204.1922-09-30,INT_SAC.1922-09-30,1,-3961.43888,1.0,0.0,1.86
U204.1922-09-30_INT_SAC.1922-09-30_2,U204.1922-09-30,INT_SAC.1922-09-30,2,-1705.4148,1.0,0.0,1.86
U204.1922-09-30_INT_SAC.1922-09-30_3,U204.1922-09-30,INT_SAC.1922-09-30,3,-948.23661,1.0,0.0,0.93
U204.1922-09-30_INT_SAC.1922-09-30_4,U204.1922-09-30,INT_SAC.1922-09-30,4,-674.40219,1.0,0.0,0.92
U207.1921-10-31_HXI207.1921-10-31_0,U207.1921-10-31,HXI207.1921-10-31,0,0.0,1.0,0.0,1e+18
U207.1921-11-30_HXI207.1921-11-30_0,U207.1921-11-30,HXI207.1921-11-30,0,0.0,1.0,0.0,1e+18
U207.1921-12-31_HXI207.1921-12-31_0,U207.1921-12-31,HXI207.1921-12-31,0,0.0,1.0,0.0,1e+18
U207.1922-01-31_HXI207.1922-01-31_0,U207.1922-01-31,HXI207.1922-01-31,0,0.0,1.0,0.0,1e+18
U207.1922-02-28_HXI207.1922-02-28_0,U207.1922-02-28,HXI207.1922-02-28,0,0.0,1.0,0.0,1e+18
U207.1922-03-31_HXI207.1922-03-31_0,U207.1922-03-31,HXI207.1922-03-31,0,0.0,1.0,0.0,1e+18
U207.1922-04-30_HXI207.1922-04-30_0,U207.1922-04-30,HXI207.1922-04-30,0,0.0,1.0,0.0,1e+18
U207.1922-05-31_HXI207.1922-05-31_0,U207.1922-05-31,HXI207.1922-05-31,0,0.0,1.0,0.0,1e+18
U207.1922-06-30_HXI207.1922-06-30_0,U207.1922-06-30,HXI207.1922-06-30,0,0.0,1.0,0.0,1e+18
U207.1922-07-31_HXI207.1922-07-31_0,U207.1922-07-31,HXI207.1922-07-31,0,0.0,1.0,0.0,1e+18
U207.1922-08-31_HXI207.1922-08-31_0,U207.1922-08-31,HXI207.1922-08-31,0,0.0,1.0,0.0,1e+18
U207.1922-09-30_HXI207.1922-09-30_0,U207.1922-09-30,HXI207.1922-09-30,0,0.0,1.0,0.0,1e+18
U207.1921-10-31_INT_CVPM08.1921-10-31_0,U207.1921-10-31,INT_CVPM08.1921-10-31,0,-22883.234480000006,1.0,0.0,2.17
U207.1921-10-31_INT_CVPM08.1921-10-31_1,U207.1921-10-31,INT_CVPM08.1921-10-31,1,-4323.6801799999985,1.0,0.0,0.25
U207.1921-10-31_INT_CVPM08.1921-10-31_2,U207.1921-10-31,INT_CVPM08.1921-10-31,2,-1861.35992,1.0,0.0,0.25
U207.1921-10-31_INT_CVPM08.1921-10-31_3,U207.1921-10-31,INT_CVPM08.1921-10-31,3,-995.15386,1.0,0.0,0.13
U207.1921-10-31_INT_CVPM08.1921-10-31_4,U207.1921-10-31,INT_CVPM08.1921-10-31,4,-758.49997,1.0,0.0,0.12
U207.1921-10-31_INT_CVPM08.1921-10-31_5,U207.1921-10-31,INT_CVPM08.1921-10-31,5,0.0,1.0,0.0,0.01
U207.1921-11-30_INT_CVPM08.1921-11-30_0,U207.1921-11-30,INT_CVPM08.1921-11-30,0,-22883.234480000006,1.0,0.0,2.17
U207.1921-11-30_INT_CVPM08.1921-11-30_1,U207.1921-11-30,INT_CVPM08.1921-11-30,1,-4323.6801799999985,1.0,0.0,0.25
U207.1921-11-30_INT_CVPM08.1921-11-30_2,U207.1921-11-30,INT_CVPM08.1921-11-30,2,-2315.24988,1.0,0.0,0.12
U207.1921-11-30_INT_CVPM08.1921-11-30_3,U207.1921-11-30,INT_CVPM08.1921-11-30,3,-1442.38458,1.0,0.0,0.13
U207.1921-11-30_INT_CVPM08.1921-11-30_4,U207.1921-11-30,INT_CVPM08.1921-11-30,4,-1175.0,1.0,0.0,0.06
U207.1921-11-30_INT_CVPM08.1921-11-30_5,U207.1921-11-30,INT_CVPM08.1921-11-30,5,-841.00003,1.0,0.0,0.07
U207.1921-11-30_INT_CVPM08.1921-11-30_6,U207.1921-11-30,INT_CVPM08.1921-11-30,6,-823.1666,1.0,0.0,0.06
U207.1921-11-30_INT_CVPM08.1921-11-30_7,U207.1921-11-30,INT_CVPM08.1921-11-30,7,-693.83335,1.0,0.0,0.06
U207.1921-11-30_INT_CVPM08.1921-11-30_8,U207.1921-11-30,INT_CVPM08.1921-11-30,8,0.0,1.0,0.0,0.01
U207.1921-12-31_INT_CVPM08.1921-12-31_0,U207.1921-12-31,INT_CVPM08.1921-12-31,0,-22883.234480000006,1.0,0.0,2.17
U207.1921-12-31_INT_CVPM08.1921-12-31_1,U207.1921-12-31,INT_CVPM08.1921-12-31,1,-4323.6801799999985,1.0,0.0,0.25
U207.1921-12-31_INT_CVPM08.1921-12-31_2,U207.1921-12-31,INT_CVPM08.1921-12-31,2,-2315.24988,1.0,0.0,0.12
U207.1921-12-31_INT_CVPM08.1921-12-31_3,U207.1921-12-31,INT_CVPM08.1921-12-31,3,-1442.38458,1.0,0.0,0.13
U207.1921-12-31_INT_CVPM08.1921-12-31_4,U207.1921-12-31,INT_CVPM08.1921-12-31,4,-1175.0,1.0,0.0,0.06
U207.1921-12-31_INT_CVPM08.1921-12-31_5,U207.1921-12-31,INT_CVPM08.1921-12-31,5,-841.00003,1.0,0.0,0.07
U207.1921-12-31_INT_CVPM08.1921-12-31_6,U207.1921-12-31,INT_CVPM08.1921-12-31,6,-823.1666,1.0,0.0,0.06
